1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
0,career,"1,1",,,1,1,,,,,,,,,,,,
0,type,"2,2",,,2,2,,,,,,,,,,,,
0,type,"1,2",chuong trinh lien ket,,1,2,,,,,,,,,,,,
0,type,"2,2",,,2,2,,,,,,,,,,,,
0,type,"2,2",,,2,2,,,,,,,,,,,,
0,criteria,"0,1",dgnl,,0,1,,,,,,,,,,,,
1,,0,,,0,0,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
0,case,"2,2",,,2,2,,,,,,,,,,,,
0,case,0,,,0,0,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"2,2",,,2,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"2,5",toán hóa sinh,,2,5,,,,,,,,,,,,
1,,0,,,0,0,,,,,,,,,,,,
0,major,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"0,1",kỹ thuật oto,,0,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
0,career,0,,,0,0,,,,,,,,,,,,
1,,"2,2",,,2,2,,,,,,,,,,,,
0,type,"0,1",logistics,,0,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"0,1",công nghệ nhiệt lạnh,,0,1,,,,,,,,,,,,
1,,"0,1",logistics,,0,1,,,,,,,,,,,,
1,,"0,1",logistics,,0,1,,,,,,,,,,,,
0,career,"0,1",dầu khí,,0,1,,,,,,,,,,,,
0,major,"1,1",,,1,1,,,,,,,,,,,,
0,major,"2,2",,,2,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"2,2",,,2,2,,,,,,,,,,,,
0, major,"2,2",,,2,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"0,1",logistics,,0,1,,,,,,,,,,,,
1,,"0,1",khoa hóa,,0,1,,,,,,,,,,,,
1,,"1,2",ngành hóa,,1,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
0,major,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
0,major,"2,2",,,2,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
0,major,"1,1",,,1,1,,,,,,,,,,,,
1,,"0,1",kỹ thuật giao thông,,0,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"2,2",,,2,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"2,2",,,2,2,,,,,,,,,,,,
1,,"1,1",,,1,1,,,,,,,,,,,,
1,,"2,2",,,2,2,,,,,,,,,,,,
1,,"0,1",công nghệ ô tô,,0,1,,,,,,,,,,,,
